soc_code,task_id,task_description,occupation_title,task_type
19-3041.00,5475,"Develop problem intervention procedures, using techniques such as interviews, consultations, role playing, and participant observation of group interactions.",Sociologists,Core
19-3041.00,5473,"Develop approaches to the solution of groups' problems, based on research findings in sociology and related disciplines.",Sociologists,Core
19-3051.00,22229,"Research, compile, analyze and organize information from maps, reports, investigations, and books for use in reports and special projects.",Urban and Regional Planners,
19-3051.00,22230,Respond to public inquiries and complaints.,Urban and Regional Planners,
19-3091.00,22232,"Collect information and make judgments through observation, interviews, and review of documents.",Anthropologists and Archeologists,Core
19-3091.00,22234,Write about and present research findings for a variety of specialized and general audiences.,Anthropologists and Archeologists,Core
19-3091.00,22255,Study archival collections of primary historical sources to help explain the origins and development of cultural patterns.,Anthropologists and Archeologists,Core
19-3091.00,22238,"Record the exact locations and conditions of artifacts uncovered in diggings or surveys, using drawings and photographs as necessary.",Anthropologists and Archeologists,Supplemental
19-3091.00,22231,"Study objects and structures recovered by excavation to identify, date, and authenticate them and to interpret their significance.",Anthropologists and Archeologists,Supplemental
19-3092.00,5504,Write and present reports of research findings.,Geographers,Core
19-3092.00,5507,"Analyze geographic distributions of physical and cultural phenomena on local, regional, continental, or global scales.",Geographers,Core
19-3092.00,5506,Locate and obtain existing geographic information databases.,Geographers,Core
19-3093.00,3729,"Research and prepare manuscripts in support of public programming and the development of exhibits at historic sites, museums, libraries, and archives.",Historians,Core
19-3093.00,3717,"Organize data, and analyze and interpret its authenticity and relative significance.",Historians,Core
19-3093.00,3725,"Research the history of a particular country or region, or of a specific time period.",Historians,Core
19-3093.00,3727,"Determine which topics to research, or pursue research topics specified by clients or employers.",Historians,Core
19-3094.00,5515,Teach political science.,Political Scientists,Core
19-3094.00,5521,"Interpret and analyze policies, public issues, legislation, or the operations of governments, businesses, and organizations.",Political Scientists,Core
19-3094.00,5517,Identify issues for research and analysis.,Political Scientists,Core
19-3094.00,5523,"Write drafts of legislative proposals, and prepare speeches, correspondence, and policy papers for governmental use.",Political Scientists,Supplemental
19-3099.01,16941,Analyze information from traffic counting programs.,Transportation Planners,Core
19-3099.01,16934,Prepare or review engineering studies or specifications.,Transportation Planners,Core
19-4012.00,20532,Respond to general inquiries or requests from the public.,Agricultural Technicians,Supplemental
19-4012.01,18295,Document and maintain records of precision agriculture information.,Precision Agriculture Technicians,Core
19-4012.01,18282,"Identify spatial coordinates, using remote sensing and Global Positioning System (GPS) data.",Precision Agriculture Technicians,Core
19-4013.00,7583,"Examine chemical or biological samples to identify cell structures or to locate bacteria or extraneous material, using a microscope.",Food Science Technicians,Core
19-4013.00,7577,"Provide assistance to food scientists or technologists in research and development, production technology, or quality control.",Food Science Technicians,Core
19-4013.00,7578,"Compute moisture or salt content, percentages of ingredients, formulas, or other product factors, using mathematical and chemical procedures.",Food Science Technicians,Core
19-4021.00,3749,"Monitor and observe experiments, recording production and test data for evaluation by research personnel.",Biological Technicians,Core
19-4021.00,3747,Analyze experimental data and interpret results to write reports and summaries of findings.,Biological Technicians,Core
19-4021.00,3745,"Participate in the research, development, or manufacturing of medicinal and pharmaceutical preparations.",Biological Technicians,Supplemental
19-4031.00,1536,"Set up and conduct chemical experiments, tests, and analyses, using techniques such as chromatography, spectroscopy, physical or chemical separation techniques, or microscopy.",Chemical Technicians,Core
19-4031.00,1538,Compile and interpret results of tests and analyses.,Chemical Technicians,Core
19-4031.00,1539,Provide technical support or assistance to chemists or engineers.,Chemical Technicians,Core
19-4031.00,1542,Write technical reports or prepare graphs or charts to document experimental results.,Chemical Technicians,Core
19-4031.00,1547,Develop new chemical engineering processes or production techniques.,Chemical Technicians,Supplemental
19-4042.00,1549,"Record test data and prepare reports, summaries, or charts that interpret test results.","Environmental Science and Protection Technicians, Including Health",Core
19-4043.00,22262,"Test and analyze samples to determine their content and characteristics, using laboratory apparatus or testing equipment.","Geological Technicians, Except Hydrologic Technicians",Core
19-4043.00,22264,"Compile, log, or record testing or operational data for review and further analysis.","Geological Technicians, Except Hydrologic Technicians",Core
19-4043.00,22270,"Interview individuals, and research public databases in order to obtain information.","Geological Technicians, Except Hydrologic Technicians",Core
