soc_code,occ_title,employment,wage_annual_mean,wage_annual_median,wage_hourly_mean,year
53-7120,"Tank Car, Truck, and Ship Loaders",12470,58680.0,53930.0,28.21,2022
53-7121,"Tank Car, Truck, and Ship Loaders",12470,58680.0,53930.0,28.21,2022
53-7190,Miscellaneous Material Moving Workers,24880,43290.0,38800.0,20.81,2022
53-7199,"Material Moving Workers, All Other",24880,43290.0,38800.0,20.81,2022
11-0000,Management Occupations,10495770,137750.0,116880.0,66.23,2023
11-1000,Top Executives,3751510,136100.0,103460.0,65.43,2023
11-1010,Chief Executives,211230,258900.0,206680.0,124.47,2023
11-1011,Chief Executives,211230,258900.0,206680.0,124.47,2023
11-1020,General and Operations Managers,3507810,129330.0,101280.0,62.18,2023
11-1021,General and Operations Managers,3507810,129330.0,101280.0,62.18,2023
11-1030,Legislators,32460,68140.0,47290.0,,2023
11-1031,Legislators,32460,68140.0,47290.0,,2023
11-2000,"Advertising, Marketing, Promotions, Public Relations, and Sales Managers",1070030,159960.0,139850.0,76.9,2023
11-2010,Advertising and Promotions Managers,20630,152620.0,131870.0,73.38,2023
11-2011,Advertising and Promotions Managers,20630,152620.0,131870.0,73.38,2023
11-2020,Marketing and Sales Managers,944820,161040.0,141780.0,77.43,2023
11-2021,Marketing Managers,368940,166410.0,157620.0,80.0,2023
11-2022,Sales Managers,575880,157610.0,135160.0,75.77,2023
11-2030,Public Relations and Fundraising Managers,104570,151570.0,130480.0,72.87,2023
11-2032,Public Relations Managers,72760,159420.0,134760.0,76.65,2023
11-2033,Fundraising Managers,31810,133620.0,119200.0,64.24,2023
11-3000,Operations Specialties Managers,2513900,155150.0,136170.0,74.59,2023
11-3010,Administrative Services and Facilities Managers,373920,117650.0,104900.0,56.56,2023
11-3012,Administrative Services Managers,242520,121200.0,106470.0,58.27,2023
11-3013,Facilities Managers,131400,111110.0,102340.0,53.42,2023
11-3020,Computer and Information Systems Managers,592600,180720.0,169510.0,86.88,2023
11-3021,Computer and Information Systems Managers,592600,180720.0,169510.0,86.88,2023
11-3030,Financial Managers,787340,174820.0,156100.0,84.05,2023
11-3031,Financial Managers,787340,174820.0,156100.0,84.05,2023
11-3050,Industrial Production Managers,222890,125900.0,116970.0,60.53,2023
11-3051,Industrial Production Managers,222890,125900.0,116970.0,60.53,2023
11-3060,Purchasing Managers,77530,146710.0,136380.0,70.53,2023
11-3061,Purchasing Managers,77530,146710.0,136380.0,70.53,2023
11-3070,"Transportation, Storage, and Distribution Managers",198780,111870.0,99200.0,53.79,2023
11-3071,"Transportation, Storage, and Distribution Managers",198780,111870.0,99200.0,53.79,2023
11-3110,Compensation and Benefits Managers,18690,150940.0,136380.0,72.57,2023
11-3111,Compensation and Benefits Managers,18690,150940.0,136380.0,72.57,2023
11-3120,Human Resources Managers,200600,154740.0,136350.0,74.39,2023
11-3121,Human Resources Managers,200600,154740.0,136350.0,74.39,2023
11-3130,Training and Development Managers,41540,138450.0,125040.0,66.56,2023
11-3131,Training and Development Managers,41540,138450.0,125040.0,66.56,2023
11-9000,Other Management Occupations,3160340,118370.0,102510.0,56.91,2023
11-9010,"Farmers, Ranchers, and Other Agricultural Managers",6150,90160.0,83770.0,43.35,2023
11-9013,"Farmers, Ranchers, and Other Agricultural Managers",6150,90160.0,83770.0,43.35,2023
11-9020,Construction Managers,329190,116960.0,104900.0,56.23,2023
11-9021,Construction Managers,329190,116960.0,104900.0,56.23,2023
11-9030,Education and Childcare Administrators,584630,107830.0,99940.0,51.84,2023
11-9031,"Education and Childcare Administrators, Preschool and Daycare",64090,61320.0,54290.0,29.48,2023
11-9032,"Education Administrators, Kindergarten through Secondary",302580,111020.0,103460.0,,2023
11-9033,"Education Administrators, Postsecondary",167270,122010.0,102610.0,58.66,2023
11-9039,"Education Administrators, All Other",50690,100720.0,88460.0,48.42,2023
11-9040,Architectural and Engineering Managers,207800,172290.0,165370.0,82.83,2023
11-9041,Architectural and Engineering Managers,207800,172290.0,165370.0,82.83,2023
11-9050,Food Service Managers,246070,69580.0,63060.0,33.45,2023
11-9051,Food Service Managers,246070,69580.0,63060.0,33.45,2023
11-9070,Entertainment and Recreation Managers,34290,85980.0,75210.0,41.34,2023
11-9071,Gambling Managers,4590,98270.0,82380.0,47.24,2023
11-9072,"Entertainment and Recreation Managers, Except Gambling",29690,84080.0,73460.0,40.42,2023
11-9080,Lodging Managers,41980,76790.0,65360.0,36.92,2023
11-9081,Lodging Managers,41980,76790.0,65360.0,36.92,2023
11-9110,Medical and Health Services Managers,515100,134440.0,110680.0,64.64,2023
11-9111,Medical and Health Services Managers,515100,134440.0,110680.0,64.64,2023
11-9120,Natural Sciences Managers,96520,169120.0,157740.0,81.31,2023
11-9121,Natural Sciences Managers,96520,169120.0,157740.0,81.31,2023
11-9130,Postmasters and Mail Superintendents,13810,89770.0,88670.0,43.16,2023
11-9131,Postmasters and Mail Superintendents,13810,89770.0,88670.0,43.16,2023
11-9140,"Property, Real Estate, and Community Association Managers",284120,78400.0,62850.0,37.69,2023
11-9141,"Property, Real Estate, and Community Association Managers",284120,78400.0,62850.0,37.69,2023
11-9150,Social and Community Service Managers,173650,83400.0,77030.0,40.1,2023
11-9151,Social and Community Service Managers,173650,83400.0,77030.0,40.1,2023
11-9160,Emergency Management Directors,11910,93690.0,83960.0,45.05,2023
11-9161,Emergency Management Directors,11910,93690.0,83960.0,45.05,2023
11-9170,Personal Service Managers,25370,75190.0,64520.0,36.15,2023
11-9171,Funeral Home Managers,14200,84800.0,75660.0,40.77,2023
11-9179,"Personal Service Managers, All Other",11170,62980.0,57570.0,30.28,2023
11-9190,Miscellaneous Managers,589750,146320.0,133560.0,70.35,2023
11-9199,"Managers, All Other",589750,146320.0,133560.0,70.35,2023
13-0000,Business and Financial Operations Occupations,10087830,90580.0,79050.0,43.55,2023
13-1000,Business Operations Specialists,7048350,88040.0,78500.0,42.33,2023
13-1010,"Agents and Business Managers of Artists, Performers, and Athletes",12870,132810.0,84900.0,63.85,2023
13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",12870,132810.0,84900.0,63.85,2023
13-1020,Buyers and Purchasing Agents,477980,77850.0,71950.0,37.43,2023
13-1020,Buyers and Purchasing Agents,477980,77850.0,71950.0,37.43,2023
13-1030,"Claims Adjusters, Appraisers, Examiners, and Investigators",302450,75760.0,75020.0,36.43,2023
13-1031,"Claims Adjusters, Examiners, and Investigators",293780,75770.0,75050.0,36.43,2023
13-1032,"Insurance Appraisers, Auto Damage",8670,75660.0,74520.0,36.37,2023
13-1040,Compliance Officers,383620,80190.0,75670.0,38.55,2023
13-1041,Compliance Officers,383620,80190.0,75670.0,38.55,2023
13-1050,Cost Estimators,220970,79520.0,74740.0,38.23,2023
13-1051,Cost Estimators,220970,79520.0,74740.0,38.23,2023
13-1070,Human Resources Workers,959230,77260.0,69520.0,37.15,2023
13-1071,Human Resources Specialists,895970,76060.0,67650.0,36.57,2023
13-1074,Farm Labor Contractors,460,51400.0,45730.0,24.71,2023
13-1075,Labor Relations Specialists,62800,94620.0,89980.0,45.49,2023
13-1080,Logisticians and Project Management Specialists,1176100,100980.0,94630.0,48.55,2023
13-1081,Logisticians,228470,84640.0,79400.0,40.69,2023
13-1082,Project Management Specialists,947630,104920.0,98580.0,50.44,2023
13-1110,Management Analysts,838140,115530.0,99410.0,55.54,2023
13-1111,Management Analysts,838140,115530.0,99410.0,55.54,2023
13-1120,"Meeting, Convention, and Event Planners",122130,62280.0,56920.0,29.94,2023
13-1121,"Meeting, Convention, and Event Planners",122130,62280.0,56920.0,29.94,2023
13-1130,Fundraisers,101730,70760.0,64160.0,34.02,2023
13-1131,Fundraisers,101730,70760.0,64160.0,34.02,2023
13-1140,"Compensation, Benefits, and Job Analysis Specialists",99850,80620.0,74530.0,38.76,2023
13-1141,"Compensation, Benefits, and Job Analysis Specialists",99850,80620.0,74530.0,38.76,2023
13-1150,Training and Development Specialists,403480,71980.0,64340.0,34.6,2023
13-1151,Training and Development Specialists,403480,71980.0,64340.0,34.6,2023
13-1160,Market Research Analysts and Marketing Specialists,846370,83190.0,74680.0,40.0,2023
13-1161,Market Research Analysts and Marketing Specialists,846370,83190.0,74680.0,40.0,2023
13-1190,Miscellaneous Business Operations Specialists,1103440,89130.0,79590.0,42.85,2023
13-1199,"Business Operations Specialists, All Other",1103440,89130.0,79590.0,42.85,2023
13-2000,Financial Specialists,3039480,96460.0,80090.0,46.37,2023
13-2010,Accountants and Auditors,1435770,90780.0,79880.0,43.65,2023
13-2011,Accountants and Auditors,1435770,90780.0,79880.0,43.65,2023
13-2020,Property Appraisers and Assessors,62090,76110.0,61630.0,36.59,2023
13-2020,Property Appraisers and Assessors,62090,76110.0,61630.0,36.59,2023
13-2030,Budget Analysts,47310,90880.0,84940.0,43.69,2023
13-2031,Budget Analysts,47310,90880.0,84940.0,43.69,2023
13-2040,Credit Analysts,73200,94750.0,79420.0,45.56,2023
13-2041,Credit Analysts,73200,94750.0,79420.0,45.56,2023
13-2050,Financial Analysts and Advisors,753990,123330.0,97450.0,59.29,2023
13-2051,Financial and Investment Analysts,325220,112950.0,99010.0,54.3,2023
13-2052,Personal Financial Advisors,272190,150670.0,99580.0,72.44,2023
13-2053,Insurance Underwriters,101310,85610.0,77860.0,41.16,2023
13-2054,Financial Risk Specialists,55290,118950.0,106090.0,57.19,2023
13-2060,Financial Examiners,63440,98140.0,84300.0,47.18,2023
13-2061,Financial Examiners,63440,98140.0,84300.0,47.18,2023
13-2070,Credit Counselors and Loan Officers,349040,82000.0,65280.0,39.43,2023
13-2071,Credit Counselors,27950,53440.0,48570.0,25.69,2023
13-2072,Loan Officers,321090,84490.0,69990.0,40.62,2023
13-2080,"Tax Examiners, Collectors and Preparers, and Revenue Agents",131910,60900.0,54080.0,29.28,2023
13-2081,"Tax Examiners and Collectors, and Revenue Agents",50250,65370.0,58530.0,31.43,2023
13-2082,Tax Preparers,81650,58160.0,49010.0,27.96,2023
13-2090,Miscellaneous Financial Specialists,122730,89650.0,78310.0,43.1,2023
13-2099,"Financial Specialists, All Other",122730,89650.0,78310.0,43.1,2023
15-0000,Computer and Mathematical Occupations,5177400,113140.0,104200.0,54.39,2023
15-1200,Computer Occupations,4804840,113270.0,104420.0,54.46,2023
15-1210,Computer and Information Analysts,674170,114420.0,105830.0,55.01,2023
15-1211,Computer Systems Analysts,498810,110800.0,103800.0,53.27,2023
15-1212,Information Security Analysts,175350,124740.0,120360.0,59.97,2023
15-1220,Computer and Information Research Scientists,35210,157160.0,145080.0,75.56,2023
15-1221,Computer and Information Research Scientists,35210,157160.0,145080.0,75.56,2023
15-1230,Computer Support Specialists,848420,66450.0,60810.0,31.95,2023
15-1231,Computer Network Support Specialists,158720,78640.0,71530.0,37.81,2023
15-1232,Computer User Support Specialists,689700,63640.0,59240.0,30.6,2023
15-1240,Database and Network Administrators and Architects,633180,113710.0,105720.0,54.67,2023
15-1241,Computer Network Architects,174100,133930.0,129840.0,64.39,2023
15-1242,Database Administrators,76140,104810.0,101510.0,50.39,2023
15-1243,Database Architects,59920,137030.0,134700.0,65.88,2023
15-1244,Network and Computer Systems Administrators,323020,100580.0,95360.0,48.36,2023
15-1250,"Software and Web Developers, Programmers, and Testers",2176710,130500.0,127120.0,62.74,2023
15-1251,Computer Programmers,120370,107750.0,99700.0,51.8,2023
15-1252,Software Developers,1656880,138110.0,132270.0,66.4,2023
15-1253,Software Quality Assurance Analysts and Testers,203040,108460.0,101800.0,52.15,2023
15-1254,Web Developers,85350,95570.0,84960.0,45.95,2023
15-1255,Web and Digital Interface Designers,111060,108820.0,98540.0,52.32,2023
15-1290,Miscellaneous Computer Occupations,437170,112430.0,104920.0,54.05,2023
15-1299,"Computer Occupations, All Other",437170,112430.0,104920.0,54.05,2023
15-2000,Mathematical Science Occupations,372550,111340.0,101460.0,53.53,2023
15-2010,Actuaries,25470,132500.0,120000.0,63.7,2023
15-2011,Actuaries,25470,132500.0,120000.0,63.7,2023
15-2020,Mathematicians,2220,119770.0,116440.0,57.58,2023
15-2021,Mathematicians,2220,119770.0,116440.0,57.58,2023
15-2030,Operations Research Analysts,117880,95600.0,83640.0,45.96,2023
15-2031,Operations Research Analysts,117880,95600.0,83640.0,45.96,2023
15-2040,Statisticians,29950,109190.0,104110.0,52.5,2023
15-2041,Statisticians,29950,109190.0,104110.0,52.5,2023
15-2050,Data Scientists,192710,119040.0,108020.0,57.23,2023
15-2051,Data Scientists,192710,119040.0,108020.0,57.23,2023
15-2090,Miscellaneous Mathematical Science Occupations,4320,83330.0,70620.0,40.06,2023
15-2099,"Mathematical Science Occupations, All Other",4320,83330.0,70620.0,40.06,2023
17-0000,Architecture and Engineering Occupations,2539660,99090.0,91420.0,47.64,2023
17-1000,"Architects, Surveyors, and Cartographers",194610,90430.0,80850.0,43.48,2023
17-1010,"Architects, Except Naval",131540,97860.0,85800.0,47.05,2023
17-1011,"Architects, Except Landscape and Naval",111170,100400.0,93310.0,48.27,2023
17-1012,Landscape Architects,20370,83990.0,79320.0,40.38,2023
17-1020,"Surveyors, Cartographers, and Photogrammetrists",63070,74940.0,70810.0,36.03,2023
17-1021,Cartographers and Photogrammetrists,12330,78810.0,76210.0,37.89,2023
17-1022,Surveyors,50740,74000.0,68540.0,35.58,2023
17-2000,Engineers,1703700,111890.0,102660.0,53.79,2023
17-2010,Aerospace Engineers,66660,134330.0,130720.0,64.58,2023
17-2011,Aerospace Engineers,66660,134330.0,130720.0,64.58,2023
17-2020,Agricultural Engineers,1860,93490.0,88750.0,44.95,2023
17-2021,Agricultural Engineers,1860,93490.0,88750.0,44.95,2023
17-2030,Bioengineers and Biomedical Engineers,19320,106700.0,100730.0,51.3,2023
17-2031,Bioengineers and Biomedical Engineers,19320,106700.0,100730.0,51.3,2023
17-2040,Chemical Engineers,21140,122910.0,112100.0,59.09,2023
17-2041,Chemical Engineers,21140,122910.0,112100.0,59.09,2023
17-2050,Civil Engineers,327950,101160.0,95890.0,48.64,2023
17-2051,Civil Engineers,327950,101160.0,95890.0,48.64,2023
17-2060,Computer Hardware Engineers,82660,147770.0,138080.0,71.04,2023
17-2061,Computer Hardware Engineers,82660,147770.0,138080.0,71.04,2023
17-2070,Electrical and Electronics Engineers,281840,119910.0,109010.0,57.65,2023
17-2071,Electrical Engineers,185430,117680.0,106950.0,56.58,2023
17-2072,"Electronics Engineers, Except Computer",96410,124190.0,119200.0,59.71,2023
17-2080,Environmental Engineers,39880,105840.0,100090.0,50.89,2023
17-2081,Environmental Engineers,39880,105840.0,100090.0,50.89,2023
17-2110,"Industrial Engineers, Including Health and Safety",355380,103510.0,99500.0,49.76,2023
17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",22510,108740.0,103690.0,52.28,2023
17-2112,Industrial Engineers,332870,103150.0,99380.0,49.59,2023
17-2120,Marine Engineers and Naval Architects,9960,108110.0,100270.0,51.98,2023
17-2121,Marine Engineers and Naval Architects,9960,108110.0,100270.0,51.98,2023
17-2130,Materials Engineers,24630,110430.0,104100.0,53.09,2023
17-2131,Materials Engineers,24630,110430.0,104100.0,53.09,2023
17-2140,Mechanical Engineers,281290,105220.0,99510.0,50.59,2023
17-2141,Mechanical Engineers,281290,105220.0,99510.0,50.59,2023
17-2150,"Mining and Geological Engineers, Including Mining Safety Engineers",7040,105460.0,100640.0,50.7,2023
17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",7040,105460.0,100640.0,50.7,2023
17-2160,Nuclear Engineers,12710,126950.0,125460.0,61.03,2023
17-2161,Nuclear Engineers,12710,126950.0,125460.0,61.03,2023
17-2170,Petroleum Engineers,20390,148590.0,135690.0,71.44,2023
17-2171,Petroleum Engineers,20390,148590.0,135690.0,71.44,2023
17-2190,Miscellaneous Engineers,150990,118350.0,111970.0,56.9,2023
17-2199,"Engineers, All Other",150990,118350.0,111970.0,56.9,2023
17-3000,"Drafters, Engineering Technicians, and Mapping Technicians",641350,67700.0,63100.0,32.55,2023
17-3010,Drafters,193180,66840.0,62530.0,32.13,2023
17-3011,Architectural and Civil Drafters,111070,65000.0,61820.0,31.25,2023
17-3012,Electrical and Electronics Drafters,20680,73110.0,69260.0,35.15,2023
17-3013,Mechanical Drafters,44850,69920.0,64060.0,33.62,2023
17-3019,"Drafters, All Other",16580,62980.0,59260.0,30.28,2023
17-3020,"Engineering Technologists and Technicians, Except Drafters",392120,70080.0,64840.0,33.69,2023
17-3021,Aerospace Engineering and Operations Technologists and Technicians,10640,81280.0,77830.0,39.08,2023
17-3022,Civil Engineering Technologists and Technicians,63560,63770.0,60700.0,30.66,2023
17-3023,Electrical and Electronic Engineering Technologists and Technicians,97420,74440.0,72800.0,35.79,2023
17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,15360,72430.0,65080.0,34.82,2023
17-3025,Environmental Engineering Technologists and Technicians,13780,58780.0,54000.0,28.26,2023
17-3026,Industrial Engineering Technologists and Technicians,73020,66640.0,62610.0,32.04,2023
17-3027,Mechanical Engineering Technologists and Technicians,38930,67990.0,64020.0,32.69,2023
17-3028,Calibration Technologists and Technicians,13220,67360.0,62790.0,32.39,2023
17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",66200,75290.0,73500.0,36.2,2023
17-3030,Surveying and Mapping Technicians,56050,54090.0,48940.0,26.0,2023
17-3031,Surveying and Mapping Technicians,56050,54090.0,48940.0,26.0,2023
19-0000,"Life, Physical, and Social Science Occupations",1389430,87870.0,78280.0,42.24,2023
19-1000,Life Scientists,352000,100630.0,88620.0,48.38,2023
19-1010,Agricultural and Food Scientists,32360,82930.0,76400.0,39.87,2023
19-1011,Animal Scientists,2460,89450.0,70140.0,43.01,2023
19-1012,Food Scientists and Technologists,14100,88350.0,82090.0,42.48,2023
19-1013,Soil and Plant Scientists,15800,77080.0,68240.0,37.06,2023
19-1020,Biological Scientists,133050,100440.0,91790.0,48.29,2023
19-1021,Biochemists and Biophysicists,33180,120310.0,107460.0,57.84,2023
19-1022,Microbiologists,21540,93380.0,85470.0,44.89,2023
19-1023,Zoologists and Wildlife Biologists,17100,75740.0,70600.0,36.41,2023
