anthropic_task_description,api_usage_count,onet_soc_code,onet_task_id,onet_task_description,onet_task_type,onet_occupation_title,onet_occupation_description,match_method,match_score,Job Zone,typical_education,typical_education_pct,task_importance,task_relevance,dwa_ids,dwa_titles,iwa_ids,nonroutine_cognitive_analytical,nonroutine_cognitive_interpersonal,nonroutine_manual,nonroutine_total,soc_6digit,OCC_CODE,OCC_TITLE,TOT_EMP,H_MEAN,A_MEAN,H_MEDIAN,A_MEDIAN,H_PCT10,H_PCT25,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_PCT75,A_PCT90
develop standards and guidelines to guide the use and acquisition of software and to protect vulnerable information.,671.0,15-1242.00,1298.0,Develop standards and guidelines for the use and acquisition of software and to protect vulnerable information.,Core,Database Administrators,"Administer, test, and implement computer databases, applying knowledge of database management systems. Coordinate changes to computer databases. Identify, investigate, and resolve database performance issues, database capacity, and database scalability. May plan, coordinate, and implement security measures to safeguard computer databases.",fuzzy,96.0,4,6.0,88.98,3.43,85.07,4.A.2.b.2.I07.D07,Develop performance metrics or standards related to information technology.,4.A.2.b.2.I07,0.6978527607361965,0.4154351395730707,0.2193211488250652,0.4596100278551532,15-1242,15-1242,Database Administrators,73180.0,51.65,107440.0,50.3,104620.0,27.32,36.59,63.87,77.35,56820.0,76100.0,132850.0,160890.0
"document and communicate database schemas, using accepted notations.",669.0,15-1243.00,16105.0,"Document and communicate database schemas, using accepted notations.",Core,Database Architects,"Design strategies for enterprise databases, data warehouse systems, and multidimensional networks. Set standards for database operations, programming, query processes, and security. Model, design, and construct large relational databases or data warehouses. Create and optimize data models for warehouse infrastructure and workflow. Integrate new systems with existing warehouse structure and refine system performance and functionality.",exact,100.0,4,6.0,76.19,3.95,100.0,4.A.3.b.6.I09.D05; 4.A.4.a.2.I09.D09,Communicate project information to others.; Document design or development procedures.,4.A.3.b.6.I09; 4.A.4.a.2.I09,0.8190184049079755,0.5057471264367815,0.1253263707571801,0.5027855153203344,15-1243,15-1243,Database Architects,64770.0,68.57,142620.0,65.37,135980.0,39.24,51.88,81.48,100.96,81630.0,107900.0,169480.0,209990.0
plan parties or other special events and services.,668.0,35-9031.00,2311.0,Plan parties or other special events and services.,Supplemental,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop","Welcome patrons, seat them at tables or in lounge, and help ensure quality of facilities and service.",exact,100.0,2,2.0,62.0,3.78,41.61,4.A.2.b.6.I01.D01,Plan special events.,4.A.2.b.6.I01,0.2484662576687116,0.3957307060755336,0.2872062663185378,0.2834261838440113,35-9031,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",427150.0,15.4,32030.0,14.61,30380.0,10.58,12.8,17.23,20.48,22010.0,26630.0,35840.0,42600.0
program computerized graphic effects.,665.0,27-4032.00,4059.0,Program computerized graphic effects.,Core,Film and Video Editors,"Edit moving images on film, video, or other media. May work with a producer or director to organize images for final production. May edit or synchronize soundtracks with images.",exact,100.0,4,6.0,65.1,4.11,69.49,4.A.2.b.2.I18.D17,Create computer-generated graphics or animation.,4.A.2.b.2.I18,0.7868098159509204,0.561576354679803,0.3890339425587467,0.6525069637883009,27-4032,27-4032,Film and Video Editors,28860.0,40.16,83530.0,34.12,70980.0,18.83,24.15,48.83,70.15,39170.0,50230.0,101570.0,145900.0
"create finished art work as decoration, or to elucidate or substitute for spoken or written messages.",658.0,27-1013.00,10994.0,"Create finished art work as decoration, or to elucidate or substitute for spoken or written messages.",Supplemental,"Fine Artists, Including Painters, Sculptors, and Illustrators",Create original artwork using any of a wide variety of media and techniques.,exact,100.0,3,4.0,37.03,3.43,50.59,4.A.3.a.2.I28.D02,"Construct distinctive physical objects for artistic, functional, or commercial purposes.",4.A.3.a.2.I28,0.6303680981595091,0.2742200328407225,0.4830287206266319,0.5097493036211701,27-1013,27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",10000.0,36.76,76450.0,29.12,60560.0,12.7,19.11,43.09,67.62,26420.0,39740.0,89630.0,140660.0
"identify, standardize, and communicate levels of access and security.",653.0,15-1299.01,14748.0,"Identify, standardize, and communicate levels of access and security.",Core,Web Administrators,"Manage web environment design, deployment, development and maintenance activities. Perform testing and quality assurance of web sites and web applications.",exact,100.0,4,6.0,55.0,4.45,100.0,4.A.2.b.4.I03.D09,Develop computer or information security policies or procedures.,4.A.2.b.4.I03,0.7546012269938651,0.5829228243021347,0.237597911227154,0.5661559888579388,15-1299,15-1299,"Computer Occupations, All Other",439380.0,56.11,116700.0,52.39,108970.0,25.31,36.71,70.93,85.0,52650.0,76360.0,147530.0,176800.0
"answer customers' questions about products, prices, availability, product uses, and credit terms.",652.0,41-4012.00,8113.0,"Answer customers' questions about products, prices, availability, product uses, and credit terms.",Core,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",Sell goods for wholesalers or manufacturers to businesses or groups of individuals. Work requires substantial knowledge of items sold.,exact,100.0,4,2.0,47.98,4.37,100.0,4.A.4.a.8.I03.D03,Answer customer questions about goods or services.,4.A.4.a.8.I03,0.5460122699386504,0.5369458128078818,0.3655352480417754,0.5201949860724235,41-4012,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",1266860.0,39.17,81470.0,32.11,66780.0,18.2,23.58,46.91,64.65,37860.0,49040.0,97570.0,134470.0
"use data entry devices, such as optical scanners, to input data into computers for revision or editing.",648.0,43-9022.00,807.0,"Use data entry devices, such as optical scanners, to input data into computers for revision or editing.",Core,Word Processors and Typists,"Use word processor, computer, or typewriter to type letters, reports, forms, or other material from rough draft, corrected copy, or voice recording. May perform other clerical duties as assigned.",exact,100.0,2,2.0,49.61,3.63,79.4,4.A.3.b.1.I06.D06,Enter information into databases or software programs.,4.A.3.b.1.I06,0.3696319018404908,0.4154351395730707,0.3603133159268929,0.3857938718662954,43-9022,43-9022,Word Processors and Typists,36030.0,23.91,49730.0,23.01,47850.0,16.97,19.11,26.93,30.95,35300.0,39740.0,56000.0,64370.0
"record information such as personnel, production, or operational data on specified forms or reports.",642.0,47-1011.00,11431.0,"Record information, such as personnel, production, or operational data on specified forms or reports.",Core,First-Line Supervisors of Construction Trades and Extraction Workers,Directly supervise and coordinate activities of construction or extraction workers.,exact,100.0,3,3.0,27.04,3.64,93.53,4.A.3.b.6.I08.D27,Record operational or environmental data.,4.A.3.b.6.I08,0.553680981595092,0.6978653530377668,0.6971279373368146,0.7688022284122562,47-1011,47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,806080.0,40.62,84500.0,37.83,78690.0,24.66,30.0,48.17,60.91,51290.0,62400.0,100200.0,126690.0
"type, file, and duplicate materials.",641.0,25-9042.00,22482.0,"Type, file, and duplicate materials.",Core,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education","Assist a preschool, elementary, middle, or secondary school teacher with instructional duties. Serve in a position for which a teacher has primary responsibility for the design and implementation of educational programs and services.",exact,100.0,3,2.0,27.1,3.6,71.3,4.A.4.c.3.I01.D05,"Maintain inventories of materials, equipment, or products.",4.A.4.c.3.I01,0.6671779141104295,0.4334975369458128,0.1514360313315927,0.4171309192200558,25-9042,,,,,,,,,,,,,,,
"perform searches for qualified job candidates, using sources such as computer databases, networking, internet recruiting resources, media advertisements, job fairs, recruiting firms, or employee referrals.",632.0,13-1071.00,18865.0,"Perform searches for qualified job candidates, using sources such as computer databases, networking, Internet recruiting resources, media advertisements, job fairs, recruiting firms, or employee referrals.",Core,Human Resources Specialists,"Recruit, screen, interview, or place individuals within an organization. May perform other activities in multiple human resources areas.",exact,100.0,4,6.0,46.59,3.86,83.53,4.A.4.b.4.I07.D02,Coordinate personnel recruitment activities.,4.A.4.b.4.I07,0.5276073619631902,0.651888341543514,0.1723237597911227,0.4575208913649025,13-1071,13-1071,Human Resources Specialists,917460.0,38.33,79730.0,35.05,72910.0,21.85,26.86,46.77,60.84,45440.0,55870.0,97270.0,126540.0
compile and format image data to increase its usefulness.,628.0,19-2099.01,18265.0,Compile and format image data to increase its usefulness.,Core,Remote Sensing Scientists and Technologists,"Apply remote sensing principles and methods to analyze data and solve problems in areas such as natural resource management, urban planning, or homeland security. May develop new sensor systems, analytical techniques, or new applications for existing systems.",exact,100.0,4,6.0,60.0,4.33,100.0,4.A.2.b.2.I18.D20,Create images or other visual displays.,4.A.2.b.2.I18,0.843558282208589,0.5467980295566502,0.3968668407310705,0.6761838440111421,19-2099,19-2099,"Physical Scientists, All Other",22580.0,59.17,123070.0,56.71,117960.0,29.8,39.64,74.47,92.25,61990.0,82450.0,154900.0,191880.0
"develop teaching aids such as instructional software, multimedia visual aids, or study materials.",628.0,25-1194.00,6457.0,"Develop teaching aids, such as instructional software, multimedia visual aids, or study materials.",Core,"Career/Technical Education Teachers, Postsecondary","Teach vocational courses intended to provide occupational training below the baccalaureate level in subjects such as construction, mechanics/repair, manufacturing, transportation, or cosmetology, primarily to students who have graduated from or left high school. Teaching takes place in public or private schools whose primary business is academic or vocational education.",exact,100.0,3,5.0,42.29,3.85,86.02,4.A.3.b.6.I12.D03,Create technology-based learning materials.,4.A.3.b.6.I12,0.5368098159509203,0.6535303776683088,0.5848563968668407,0.6824512534818942,25-1194,25-1194,"Career/Technical Education Teachers, Postsecondary",111150.0,33.03,68710.0,29.56,61490.0,18.59,23.09,38.5,51.24,38680.0,48030.0,80070.0,106580.0
"review, approve, or interpret genetic laboratory results.",625.0,19-1029.03,16829.0,"Review, approve, or interpret genetic laboratory results.",Core,Geneticists,"Research and study the inheritance of traits at the molecular, organism or population level. May evaluate or treat patients with genetic disorders.",exact,100.0,5,12.0,36.0,4.32,100.0,4.A.2.a.4.I07.D05,Interpret research or operational data.,4.A.2.a.4.I07,0.843558282208589,0.6223316912972087,0.3707571801566579,0.6942896935933149,19-1029,19-1029,"Biological Scientists, All Other",59710.0,48.29,100440.0,44.87,93330.0,26.2,32.67,58.34,76.82,54500.0,67950.0,121350.0,159780.0
"prepare and present summaries and analyses of survey data, including tables, graphs, and fact sheets that describe survey techniques and results.",624.0,19-3022.00,7545.0,"Prepare and present summaries and analyses of survey data, including tables, graphs, and fact sheets that describe survey techniques and results.",Core,Survey Researchers,"Plan, develop, or conduct surveys. May analyze and interpret the meaning of survey data, determine survey objectives, or suggest or test question wording. Includes social scientists who primarily design questionnaires or supervise survey teams.",exact,100.0,5,6.0,45.83,4.62,100.0,4.A.3.b.6.I03.D04,Prepare scientific or technical reports or presentations.,4.A.3.b.6.I03,0.8696319018404909,0.6617405582922826,0.1644908616187989,0.6128133704735377,19-3022,19-3022,Survey Researchers,7720.0,35.32,73470.0,30.47,63380.0,17.77,22.17,41.04,57.08,36950.0,46110.0,85370.0,118730.0
